Date,Category,Amount,Type
2024-10-12 19:41:35.263509,Rent,1047.14,Expense
2024-10-14 00:55:43.028685,Salary,5892.91,Income
2024-10-15 06:09:50.793862,Salary,4838.9,Income
2024-10-16 11:23:58.559039,Other,248.64,Expense
2024-10-17 16:38:06.324216,Shopping,118.25,Expense
2024-10-18 21:52:14.089392,Utilities,109.35,Expense
2024-10-20 03:06:21.854569,Rent,1398.52,Expense
2024-10-21 08:20:29.619746,Travel,328.08,Expense
2024-10-22 13:34:37.384923,Food & Drink,471.58,Expense
2024-10-23 18:48:45.150100,Shopping,216.52,Expense
2024-10-25 00:02:52.915276,Other,421.2,Expense
2024-10-26 05:17:00.680453,Rent,1285.53,Expense
2024-10-27 10:31:08.445630,Investment,334.23,Expense
2024-10-28 15:45:16.210807,Travel,1776.59,Expense
2024-10-29 20:59:23.975984,Shopping,155.59,Expense
2024-10-31 02:13:31.741160,Entertainment,38.03,Expense
2024-11-01 07:27:39.506337,Food & Drink,387.46,Expense
2024-11-02 12:41:47.271514,Food & Drink,219.95,Expense
2024-11-03 17:55:55.036691,Shopping,46.22,Expense
2024-11-04 23:10:02.801867,Salary,4452.25,Income
2024-11-06 04:24:10.567044,Rent,1012.76,Expense
2024-11-07 09:38:18.332221,Travel,202.65,Expense
2024-11-08 14:52:26.097398,Investment,484.09,Expense
2024-11-09 20:06:33.862575,Travel,1393.48,Expense
2024-11-11 01:20:41.627751,Investment,427.24,Expense
2024-11-12 06:34:49.392928,Entertainment,165.41,Expense
2024-11-13 11:48:57.158105,Rent,1298.83,Expense
2024-11-14 17:03:04.923282,Other,107.17,Expense
2024-11-15 22:17:12.688458,Entertainment,452.93,Expense
2024-11-17 03:31:20.453635,Other,492.73,Expense
2024-11-18 08:45:28.218812,Investment,208.73,Expense
2024-11-19 13:59:35.983989,Utilities,337.29,Expense
2024-11-20 19:13:43.749166,Food & Drink,281.36,Expense
2024-11-22 00:27:51.514342,Health & Fitness,100.31,Expense
2024-11-23 05:41:59.279519,Other,300.21,Expense
2024-11-24 10:56:07.044696,Salary,4084.84,Income
2024-11-25 16:10:14.809873,Rent,1221.09,Expense
2024-11-26 21:24:22.575050,Rent,1300.1,Expense
2024-11-28 02:38:30.340226,Investment,69.21,Expense
2024-11-29 07:52:38.105403,Shopping,264.27,Expense
2024-11-30 13:06:45.870580,Rent,1453.05,Expense
2024-12-01 18:20:53.635757,Other,354.66,Expense
2024-12-02 23:35:01.400933,Health & Fitness,241.62,Expense
2024-12-04 04:49:09.166110,Salary,5389.19,Income
2024-12-05 10:03:16.931287,Investment,433.61,Expense
2024-12-06 15:17:24.696464,Rent,1364.95,Expense
2024-12-07 20:31:32.461641,Travel,821.62,Expense
2024-12-09 01:45:40.226817,Rent,1484.97,Expense
2024-12-10 06:59:47.991994,Salary,5402.34,Income
2024-12-11 12:13:55.757171,Investment,289.79,Expense
2024-12-12 17:28:03.522348,Salary,4992.52,Income
2024-12-13 22:42:11.287525,Entertainment,98.26,Expense
2024-12-15 03:56:19.052701,Other,372.53,Expense
2024-12-16 09:10:26.817878,Entertainment,32.09,Expense
2024-12-17 14:24:34.583055,Other,25.48,Expense
2024-12-18 19:38:42.348232,Health & Fitness,485.72,Expense
2024-12-20 00:52:50.113408,Entertainment,132.79,Expense
2024-12-21 06:06:57.878585,Health & Fitness,412.22,Expense
2024-12-22 11:21:05.643762,Shopping,484.18,Expense
2024-12-23 16:35:13.408939,Food & Drink,262.3,Expense
2024-12-24 21:49:21.174116,Health & Fitness,434.07,Expense
2024-12-26 03:03:28.939292,Travel,1640.01,Expense
2024-12-27 08:17:36.704469,Shopping,210.35,Expense
2024-12-28 13:31:44.469646,Food & Drink,435.34,Expense
2024-12-29 18:45:52.234823,Travel,757.62,Expense
2024-12-31 00:00:00.000000,Rent,1409.99,Expense
